Drug_ID	Drug
drg_51124247	CC(C)Nc1ccc2cnn(-c3cncc(n3)-c3ccc(cc3)C(O)=O)c2c1
drg_51124322	COc1nc(Nc2ccc(cc2)C(=O)N(C)C)ncc1-c1cc(cs1)C(O)=O
drg_51124394	CS(=O)(=O)Nc1ccccc1-c1cccc2c1[nH]c1ccccc21
drg_51126022	CCn1c(Sc2cccc(OC)c2)c(C)c2c(N)nc(N)nc12
drg_51126211	Cc1c(nc2cnccc2c1C(O)=O)-c1ccc(cc1)-c1ccccc1
drg_51126290	NCc1ccc(c(Cl)c1)-c1ccccc1F
drg_51126294	Cc1ccccc1-c1ccc(CN)cc1Cl
drg_51126295	COc1ccccc1-c1ccc(CN)cc1Cl
drg_51126296	NCc1cc(Cl)cc(c1)-c1cccc2[nH]ccc12
drg_51126298	OC(=O)c1ccc(Cl)c(Cl)c1
drg_51126313	CCc1ccccc1-c1ccc(CN)cc1Cl
drg_51126315	NCc1ccc(c(Cl)c1)-c1ccccc1
drg_51126319	CCCOc1ccc(CN)cc1Cl
drg_51126345	CC(C)Oc1ccc(CN)cc1Cl
drg_51126351	OC(=O)Cc1ccc(Cl)c(Cl)c1
drg_51126359	CC(F)(F)[C@H]1OC(N)=N[C@@](C)([C@H]1F)c1cc(NC(=O)c2cnc(OCF)cn2)ccc1F
drg_51126405	COc1cc(\C=C\C(=O)N2CCC=CC2=O)cc(OC)c1OC
drg_51127841	CN1CCN(CC1)C(=O)Nc1ccccc1
drg_51127887	ONC(=O)C[C@@H](Cc1ccc2ccccc2c1)n1cc(CNC(=O)c2ccc(F)cc2)nn1
drg_51128578	CC(C(O)=O)c1cccc(Oc2ccccc2)c1
drg_51128625	ONC(=O)CCOc1ccccc1
drg_51128879	CC(C)(C)c1ccc(cc1)C(=O)Nc1ccc(CCC(O)=O)cc1
drg_51129144	COc1nc(ccc1-c1cc2c(c[nH]c2cc1Cl)C(O)=O)N(C)C
drg_51129356	N[C@@H](Cc1cccnc1)C(O)=O
drg_51129369	N[C@@H](CC1CCCCC1)C(O)=O
drg_51129374	N[C@H](Cc1ccc(O)cc1)C(O)=O
drg_51129375	N[C@H](Cc1ccccc1)C(O)=O
drg_51129384	CC[C@H](C)[C@@H](N)C(O)=O
drg_51129387	CC(C)[C@@H](N)C(O)=O
drg_51129388	N[C@@H](Cc1ccncc1)C(O)=O
drg_51129394	CC(C)C[C@@H](N)C(O)=O
drg_51129395	N[C@H](CC1CCCCC1)C(O)=O
drg_51129397	CC[C@H](C)[C@H](N)C(O)=O
drg_51130133	CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(cs2)-c2c[nH]c3ncccc23)c1
drg_51130269	CN1CCN(CCCOc2cccc(CC(=O)Nc3nc(cs3)-c3c[nH]c4ncccc34)c2)CC1
drg_51130419	O=c1n(cnc2ccc(cc12)-c1ccnc2ccccc12)-c1ccc(cc1)N1CCOCC1
drg_51130421	Cc1c(ccc2nc[nH]c(=O)c12)-c1cccc2ncccc12
drg_51130433	Cc1nc2ccc(c(C)c2c(=O)[nH]1)-c1ccnc2ccccc12
drg_51130954	NC(=O)c1ccc(nc1Oc1ccc(Oc2ccccc2)cc1)N1CC[C@@H](C1)NC(=O)C=C
drg_51131253	OCCNC(=O)c1ccc(Cl)cc1
drg_51131428	Cc1noc(C)c1-c1ccc(=O)n(Cc2ccccc2)c1
drg_51131899	COC(=O)c1ccc(N2CCCCCC2)c(NS(=O)(=O)c2ccc(OC)cc2)c1
drg_51132822	COc1cc(C)c(cc1-c1ccc(s1)C#CCO)C(=O)NS(=O)(=O)c1cccc2cccnc12
drg_51133873	NC(=O)c1cc(F)cc2[nH]c(nc12)-c1cc2CNCCc2s1
drg_51133878	NC(=O)c1cc(F)cc2[nH]c(nc12)-c1cc2CCNCc2s1
drg_51133897	NC(=O)c1cc(F)cc2[nH]c(nc12)-c1cc2CCNCc2o1
drg_51134092	CNC(=O)c1ccc(OC)c(c1)C(=O)Nc1cccc(n1)-c1nncn1C(C)C
drg_51134577	C[C@H](CC(=O)N1CCC(O)(Cn2cnc3c(Br)csc3c2=O)CC1)c1ccccc1
drg_51134677	COc1ccc(Br)cc1S(=O)(=O)Nc1cc2OC(C)(C)C(=O)Nc2cc1O
drg_51134678	COc1cc2NC(=O)C(C)(C)Oc2cc1NS(=O)(=O)c1cc(Br)ccc1OC
drg_51134681	COc1ccc(Br)cc1S(=O)(=O)Nc1ccc2NC(=O)C(C)(C)Oc2c1
drg_51135301	CCn1cnc2n(Cc3ccccc3)c(=O)[nH]c(=O)c12
drg_51137188	NC(=O)c1ccc(NC2CCCCC2)nc1
drg_51137267	CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(cc2)C(C)(C)C(=O)Nc2ccccc2)cc1
drg_51137442	CC(=O)C1=C(C)N(C(=O)N[C@@H]1c1ccc(nc1)C#N)c1cccc(c1)C(F)(F)F
drg_51138420	C[C@@]1(CCc2ccc(cc12)-c1ncnc2[nH]ccc12)NC#N
drg_51138481	CC1(CCc2ccc(cc12)-c1ncnc2[nH]ccc12)NC#N
drg_51138955	CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1c1cc(Nc3ncc(c(NC4CCC4)n3)C(F)(F)F)ccc21
drg_51139021	CN(C)[C@H]1CC[C@@H](CC1)Nc1ncnc2[nH]cc([C@H]3CC[C@@H](CC3)C(N)=O)c12
drg_51139046	C[C@H](CC(N)=O)c1ccn2ncnc(N[C@H]3CC[C@@H](CC3)N3CCN(CC3)C(C)=O)c12
drg_51139076	CC(C)n1ccc2ncnc(N[C@H]3CC[C@@H](CC3)N(C)C)c12
drg_51139114	CC[C@@H](CO)Nc1nc(NCc2ccc(cc2)-c2ccccn2)c2ncn(C(C)C)c2n1
drg_51139115	COc1ccc2c(c1)n(CC#N)c1c(Cl)nccc21
drg_51139160	Cc1cc(=O)oc2cc3c(c(O)ccc3cc12)[N+]([O-])=O
drg_51139204	Cn1cc(C2CCN(CC2)C(=O)C2CCCCC2)c2cc(NC(=O)c3cc(ccn3)C#N)ccc12
drg_51140105	Cc1cc(C)c(Nc2ccnc(Nc3ccc(cc3)C#N)n2)c(C)c1
drg_51140950	COc1cccc(OCc2cc(C)ccn2)c1-c1ccc2CCNCCc2c1
drg_51141014	Cc1ccc(cc1)-c1ncccc1OCc1ccccn1
drg_51141124	OC(=O)c1csc(Cl)c1
drg_51141138	Cc1ccsc1C(O)=O
drg_51141144	OC(=O)c1ccc(Cl)s1
drg_51141146	OC(=O)c1cccs1
drg_51141487	O=C(COc1ccc(cc1)-c1ccccc1)NCCCN1CCCCC1
drg_51141499	CCN1CCN(CC1)C1CCN(CC1)C(=O)COc1ccc(cc1)-c1ccc(OC)cc1
drg_51141595	CNC(=O)c1ccc2nc(C)c3nnc(-c4cc(OCC(C)C)ccc4Cl)n3c2c1
drg_51141596	CNC(=O)c1ccc2nc(C)c3nnc(-c4ccccc4Cl)n3c2c1
drg_51142052	Nc1cccc(c1)C(OCCN1CCCCC1)c1cc2nccc(C(O)=O)c2s1
drg_51142055	OC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCCN(CC1)C(=O)C=C
drg_51142519	COc1ccc(nc1)-c1c([nH]c2cccnc12)-c1ccnc(NC(C)=O)c1
drg_51142540	COc1ccc(cn1)-c1c([nH]c2cccnc12)-c1ccnc(NC(C)=O)c1
drg_51142575	Cc1cccc(n1)-c1nn2CC(C)(C)Cc2c1-c1ccnc(Nc2ccc(cc2)S(N)(=O)=O)c1
drg_51142707	O=C(Nc1nccs1)C(N1Cc2ccccc2C1=O)c1ccccc1
drg_51142796	C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(cc2)[S@](=N)(=O)C2CC2)ncc1C(F)(F)F
drg_51142834	COc1cc2ncnc(N3CCC(CN4Cc5ccccc5NC4=O)CC3)c2cc1OC
drg_51142837	CC(C)(C)c1ccc(cc1)-c1nc2ccccc2c(=O)[nH]1
drg_51143058	COc1ccc(c2ccccc12)S(=O)(=O)Nc1ccc(F)c(c1)C(O)=O
drg_51143080	COc1ccc(c2ccccc12)S(=O)(=O)Nc1cc(ccc1F)C(O)=O
drg_51143336	CC1CC(C)CN(Cc2csc(NC(=O)c3oc(C)nc3C)n2)C1
drg_51143372	CC(C)Cc1ccc(cc1)S(=O)(=O)Nc1cc2n(C)c(=O)c(=O)n(C)c2cc1N1CCOCC1
drg_51143375	CC(C)Cc1ccc(cc1)S(=O)(=O)Nc1cc2n(C)c(=O)c(=O)n(C)c2cc1N1CCCC1
drg_51143377	Cn1c2ccccc2n(C)c(=O)c1=O
drg_51143388	Cn1c2cc(NS(=O)(=O)c3ccc4CCCCc4c3)c(cc2n(C)c(=O)c1=O)N1CCOCC1
drg_51143410	Cn1c2cc(NS(=O)(=O)c3ccc4CCCCc4c3)c(cc2n(C)c(=O)c1=O)N1CCCCC1
drg_51143569	NC(=O)c1ccc(OCc2cccc(Br)c2)cc1
drg_51144523	COc1cc(\C=C2/SC(=O)N=C2N)ccc1O
drg_51148110	Clc1ccc(OCC(=O)Nc2ccccc2)c(c1)C(=O)c1ccccc1
drg_51149662	COc1ccc2[nH]c(c(CCNC(C)=O)c2c1)-c1ccccc1
drg_51151317	CC(=O)NCCc1c[nH]c2ccc(F)cc12
drg_51157634	COc1ccc(C=C2c3ccccc3C(=O)c3ccccc23)cc1O
drg_51157650	NC1CCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1
drg_51158913	CC1(C)OC(=C(C1=O)c1cccc(F)c1)c1ccc(cc1)S(N)(=O)=O
drg_51160004	CC(C)[C@H](C(=O)Nc1ccc(cc1)C(=O)NO)c1ccccc1
drg_51160014	CC(C)C(C(=O)Nc1ccc(cc1)C(=O)NO)c1ccccc1
drg_51162528	O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)N2)c1ccccc1
drg_51165711	Oc1ccc2CN(Cc3ccc(F)c(Cl)c3)C(=O)c2c1O
drg_51165888	NC(=O)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1
drg_51166981	C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)\C=C\[C@H](O)CCC[C@@H](C)C\C=C\[C@H]2[C@H](O)C1=C
drg_51167398	CC(=O)Nc1c(O)cc(cc1[N+]([O-])=O)C(O)=O
drg_51167410	OC(=O)CC(=C)C(O)=O
drg_51167439	CCc1c(C)[nH]c(=O)c(N(C)CCOC)c1Cc1cccc(C)c1
drg_51168225	OC(=O)C(\O)=C\C(=O)c1ccccc1F
drg_51169306	COc1ccc(\C=N\Nc2[nH]nc(C)c2C(=O)Nc2cccc(NC(C)=O)c2)cc1
drg_51169767	Oc1cc(O)c(C(=O)n2cccc2)c(O)c1
drg_51169777	Cc1ccccc1[C@H]1CCCN1C(=O)c1ccc(O)cc1O
drg_51169780	Cc1ccccc1C1CCCN1C(=O)c1cc(Cl)c(O)cc1O
drg_51169782	Cc1ccccc1C1CCCN1C(=O)c1ccc(O)cc1O
drg_51170750	COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
drg_51170849	COc1cc(Nc2cc(ccc2C(N)=O)-n2c(C)cc3c2CC(C)(C)CC3=O)cc(OC)c1OC
drg_51170855	Cc1cn(c2CC(C)(C)CC(=O)c12)-c1ccc(C(N)=O)c(N[C@H]2CC[C@H](O)CC2)c1
drg_51170891	CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@@H]3CC[C@H](O)CC3)c2)C(F)(F)F)C(=O)C1
drg_51171129	Oc1ccc2CN(Cc3cccc(Cl)c3F)C(=O)c2c1O
drg_51171148	Oc1ccc2C(=O)N(Cc3cccc(Cl)c3F)C(=O)c2c1O
drg_51171198	Oc1ccc2C(=O)N(Cc3ccc(F)c(Cl)c3)C(=O)c2c1O
drg_51172184	CCNC(=O)C1N(Cc2ccccc12)C(=O)c1cc(Cl)c(O)cc1O
drg_51172190	Cc1ccccc1[C@H]1CCCN1C(=O)c1cc(Cl)c(O)cc1O
drg_51172191	CCNC(=O)[C@@H]1N(Cc2ccccc12)C(=O)c1cc(Cl)c(O)cc1O
drg_51173265	Cc1ccc2N(CCCc2c1)C(=O)SCC(=O)Nc1ccc(cc1Cl)S(N)(=O)=O
drg_51173845	O=c1cccc2[C@H]3CNC[C@H](C3)Cn12
drg_51174010	Cc1cc(cc(C)c1Oc1ccnc(NC2CCN(Cc3ccc(cc3)S(C)(=O)=O)CC2)n1)C#N
drg_51175033	Cc1cc(cc(C)c1Oc1ccnc(NC2CCN(CC2)c2ccc(cc2)S(N)(=O)=O)n1)C#N
drg_51175490	CCc1ccc(O)c(O)c1
drg_51176130	CN(c1c2CN(Cc3ccc(F)cc3)C(=O)c2c(O)c2ncccc12)S(C)(=O)=O
drg_51176331	C[C@@H](O)[C@@H]1[C@H]2SC([C@H]3CCCO3)=C(N2C1=O)C(O)=O
drg_51177000	CCc1nn(CCO)c(CC)c1Oc1cc(cc(c1)C#N)C#N
drg_51177654	COc1cc(c(Cl)cc1Cl)-c1cc(C)nc(N)n1
drg_51177656	COc1cc(c(Cl)cc1Cl)-c1nc(C)nc2[nH]c(C)c(C#N)c12
drg_51177659	COc1cc(c(Cl)cc1Cl)-c1nc(C)nc2[nH]cc(C#N)c12
drg_51177846	CC(=C)[C@H]1CCc2c(C1)c(C)cc(O)c(=O)c2O
drg_51179004	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc(N)c(Br)c2)c1F
drg_51179529	CCCS(=O)(=O)Nc1ccc(F)c(c1F)-c1cc2cnc(NCCCO)nc2n(C)c1=O
drg_51179557	C[C@@](CCn1ccc(cc1=O)-c1ccccc1)(C(=O)NO)S(C)(=O)=O
drg_51179596	COc1ccc(c(F)c1)-c1ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c1
drg_51180474	CN[C@@H](C)Cc1ccccc1
drg_51180843	Cn1cccc(O)c1=S
drg_51181270	OC(=O)Cc1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O
drg_51181561	COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(cn2)C(=O)NCc2ccccc2)c1C
drg_51183454	c1cc(n[nH]1)-c1cnc2cnc(cn12)-c1cn[nH]c1
drg_51184209	CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
drg_51184420	OP(O)(=O)OP(O)(=O)OCCC#C
drg_51184423	OP(O)(=O)OP(O)(=O)OCc1ccc(Cl)nc1
drg_51184431	OP(O)(=O)OP(O)(=O)OCc1cccnc1
drg_51184432	OP(O)(=O)OP(O)(=O)OCc1ccccn1
drg_51184436	OP(O)(=O)OP(O)(=O)OCc1ccncc1
drg_51184591	CCOP(O)(=S)OCC
drg_51186761	OCc1ccc(C=O)o1
drg_51186808	OC1=CC(=O)c2c(O)cc(O)cc2C1=O
drg_51187595	OC(=O)[C@@H](Cc1ccccc1)[C@H](Cc1ccc2OCOc2c1)C(O)=O
drg_51187605	OC(=O)[C@@H](Cc1ccc2OCOc2c1)[C@H](Cc1ccc2OCOc2c1)C(O)=O
drg_51188292	Oc1c(Cc2ccccc2)c(Cl)nc2ncnn12
drg_51188296	Oc1c(Cc2ccccc2)c(Cl)nc2c(cnn12)C#N
drg_51189567	CS(=O)(=O)c1ccc2n3C[C@H](N)[C@H](Cc3nc2c1)c1cc(F)c(F)cc1F
drg_51189572	N[C@H]1CN(C[C@H]1C(=O)N1CCCC1)C(=O)c1cnc2ccccc2n1
drg_51189573	CS(=O)(=O)c1ccc([C@H]2NO[C@@H](N2)[C@@H](CC2CC2)[C@H](N)C(=O)N2CC[C@H](F)C2)c(F)c1
drg_51189578	COc1cc2CCN3C[C@@H]([C@@H](N)C[C@H]3c2cc1OC)c1cccc(CF)c1
drg_51189580	OC(=O)c1c(O)c(Cl)ccc1Cl
drg_51189592	CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1[C@@H](O)c1nnc(o1)C(C)(C)C
drg_51191697	CCOC(=O)c1cnn2ccccc12
drg_51191698	CN(CC(=O)N1CCCc2ccccc12)Cc1nc(=O)c2ccccc2[nH]1
drg_51191699	CN1CCN(CC1)c1ccc(cc1)C(O)=O
drg_51191975	CCN(CC)C(=O)C1(CC1CN)c1ccccc1
drg_51192742	Cc1ccc2oc(=O)c(cc2c1)C(O)=O
drg_51193120	COC1CC(N=C1N)(c1ccc(OC)cc1)c1cccc(c1)-c1cccnc1
drg_51193128	COc1ccc(cc1)C1(CCC(N)=N1)c1cccc(c1)-c1cncnc1
drg_51193139	COc1ccc(cc1)C1(N=C(N)c2nc(C)sc12)c1cccc(c1)-c1cncnc1
drg_51194261	CCC(C)(C)c1nn(CCO)c2c1N=C(CNC2=O)c1ccc(cc1)-n1ccnc1C
drg_51194437	CC(C)(C)NC(=O)Cc1ccc(Nc2nc(nc3CCCS(=O)(=O)c23)-c2ccccc2)cc1
drg_51195082	Nc1n[nH]c2cccc(C#N)c12
drg_51195084	Clc1cc2c(cc[nH]c2=O)cc1O[C@H]1CCNC1
drg_51195086	Clc1cc2c(cc[nH]c2=O)cc1OC[C@@H]1CCNC1
drg_51195087	CC1(O)CCN2C(=O)CCc3cccc1c23
drg_51195169	CS(=O)(=O)CCCOc1cccc2n(ncc12)-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1
drg_51195974	Cc1ccc(c(C)c1)S(=O)(=O)c1cnc(SCC(=O)Nc2ccccc2C(F)(F)F)[nH]c1=O
drg_51196053	CCOC(=O)n1ccc2ccc(cc12)C(=O)Nc1cc(ccc1C)C(=O)NC1CC1
drg_51196089	Cc1ccc(cc1NC(=O)c1cnc(s1)-c1ccccc1Cl)C(=O)NC1CC1
drg_51196174	ONC(=O)c1cc2c(Cl)cccc2s1
drg_51196243	CCCn1cnc2n(C)c(=O)n(CCCCC(C)=O)c(=O)c12
drg_51197854	CCCOc1ccc(cc1-c1nc(C(C)C)c(Br)c(=O)[nH]1)C(=O)CN1CCN(C)CC1
drg_51198326	OC1CCN(CC1)c1cccc(C(O)=O)c1C(O)=O
drg_51198333	Nc1cccc(C(O)=O)c1C(O)=O
drg_51198343	OC(=O)c1cccc(O)c1C(O)=O
drg_51199592	Oc1ccc2CCC(=O)Nc2c1
drg_51200626	CC(C)(C)CNC(=O)Cc1ccc(Nc2nc(ncc2C(N)=O)-c2ccccc2)cc1
drg_51201476	O=C(c1nc2ccccc2[nH]1)c1ccc(Oc2nccnc2N2CCOCC2)cc1
drg_51203438	CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(Br)cc1
drg_51205025	Nc1nc(OCC2CCCCC2)c2nc([nH]c2n1)C(F)(F)F
drg_51205026	Cc1ccccc1-c1nc2c(OCC3CCCCC3)nc(N)nc2[nH]1
drg_51205034	CC(C)c1nc2c(OCC3CCCCC3)nc(N)nc2[nH]1
drg_51205062	CC(=O)Nc1ccc2C(=O)CCCc2c1
drg_51205064	CC(=O)N1CCc2[nH]c3ccc(Cl)cc3c2C1
drg_51205075	CNC(=O)c1ccccc1OC1CCOCC1
drg_51205076	CNC(=O)c1scc2OCCOc12
drg_51205162	CC(C)Nc1cc(=O)n(nc1-c1nc[nH]n1)-c1ccccc1
drg_51206859	CNC(=O)c1c(oc2cc(N(CCO)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(F)cc1
drg_51207816	O[C@@](C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccn1
drg_51207817	NS(=O)(=O)c1ccc(OCCCN2CCC(CC2)C(O)(C2CCCC2)c2ccccn2)cc1
drg_51207835	OC(C1CCCC1)(C1CCN(CCCOc2ccc(cc2)C#N)CC1)c1ccccn1
drg_51208488	C(Cc1ccc(cc1)N1CCC(CC1)N1CCCC1)N1CCCC1
drg_51208689	OC(=O)c1ccc(OCc2ccccc2)cc1
drg_51208694	CCCCCc1cc(O)cc(O)c1C(O)=O
drg_51209129	Cc1noc(C)c1-c1ccc2CCC(O)(c2c1)c1ccccc1
drg_51209447	CCCS(=O)(=O)Nc1cccc(Nc2ccc3ncn(C)c(=O)c3c2)c1C#N
drg_51209460	CCCS(=O)(=O)Nc1ccc(F)c(N(C)c2ccc3ncn(C)c(=O)c3c2)c1F
drg_51209601	COc1ccc(cc1)C(=O)CSc1nc2nc(N)[nH]c(=O)c2[nH]1
drg_51209604	Cc1ccc(cc1)C(=O)CSc1nc2nc(N)[nH]c(=O)c2[nH]1
drg_51209605	Cc1ccccc1C(=O)CSc1nc2nc(N)[nH]c(=O)c2[nH]1
drg_51210974	ONC(=O)C1(CSc2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1
drg_51210975	ONC(=O)C1(COc2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)CCOCC1
drg_51211940	CCc1cc2[nH]c(=O)c(C#N)c(-c3ccc(NS(C)(=O)=O)cc3)c2c(C)n1
drg_51211951	CCCc1cc2[nH]c(=O)ccc2c(C)n1
drg_51211953	OC(=O)c1ccc(cc1)-c1c2CCc3c(cccc3-c2[nH]c(=O)c1C#N)-c1cn[nH]c1
drg_51211969	COc1cccc(c1)-c1cc(-c2ccc(cc2)C(O)=O)c(C#N)c(=O)[nH]1
drg_51213808	CC(C)(CO)C1Cc2[nH]c(=O)c3ccccc3c2CO1
drg_51213810	CC(C)C1Cc2nc(O)c(cc2CO1)C#N
drg_51213816	CC(C)C1Cc2[nH]c(=O)c3cccc(C)c3c2CO1
drg_51213968	CO[C@H]1CCN(C[C@H]1F)c1nccc(Nc2cc3n(C(C)C)c(C)nc3cn2)n1
drg_51214036	CCNC(=O)Nc1cn(-c2ccccn2)c2cc(cnc12)-c1cccnc1
drg_51214048	CCNC(=O)Nc1nc(\C=C\c2cccnc2)c(s1)-c1ccc[nH]1
drg_51214059	CCNC(=O)Nc1nc(CO)c(s1)-c1ccc[nH]1
drg_51216165	Cn1nnc(n1)-c1ccc(cn1)-c1ccc(cc1F)N1C[C@H](CO)OC1=O
drg_51216255	O=C(N1CCN(CC1)c1ncccc1C#N)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1
drg_51216656	COCCN1CCN(CC1)C(=O)c1nc2cc(c(C)c([N+]([O-])=O)c2s1)C(F)(F)F
drg_51217399	O=S(=O)(N[C@@H](c1cc2ccccc2o1)c1ccccc1)c1ccc2OCCCOc2c1
drg_51217413	O=S(=O)(NC(c1cc2ccccc2o1)c1ccccc1)c1ccc2OCCCOc2c1
drg_51217598	Cc1cc2c(cccc2n1-c1nc2CCOCc2c(NCc2ccccc2)n1)C(N)=O
drg_51218012	Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1
drg_51218027	Cc1nc(C)c(CNc2nc(nc(Cl)c2C)C2CC2)s1
drg_51219400	COc1cc(C)c(CNC[C@@H](NC(=O)c2cc(C)on2)c2ccccc2)cc1C
drg_51219403	COc1cc(C)c(CNCC(NC(=O)c2cc(C)on2)c2ccc(cc2)C#CCO)cc1C
drg_51219406	COc1cc(C)c(CNCC(NC(=O)c2cc(C)on2)c2ccccc2)cc1C
drg_51220919	C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
drg_51220976	CNc1nc(CCc2ccccc2)nc2sc(C(O)=O)c(C)c12
drg_51221350	C[C@@]1(N=C(N)SC[C@@H]1c1ccccc1)c1cc(NC(=O)c2cnc(OCF)cn2)ccc1F
drg_51221353	C[C@@]1(N=C(N)SC[C@H]1c1ccccc1)c1cc(NC(=O)c2cnc(OCF)cn2)ccc1F
drg_51221429	NC(=O)c1cccc2C(=O)\C(Oc12)=C\c1ccc(cc1)C(=O)N1CCn2c(C1)nnc2C1CC1
drg_51221510	NC(=O)c1cccc2C(=O)\C(Oc12)=C\c1ccc(cc1)C(=O)NCCc1nc2ccccc2[nH]1
drg_51222361	O=C(Nc1c[nH]c2ncc(cc12)-c1ccc(cc1)C#N)c1cccnc1
drg_51222563	CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
drg_51222564	CC(C)(C)N1CCOC(COc2ccc(NC(=O)NC3CCCCC3)cc2)C1
drg_51222716	CCOC(=O)N1CCN(CC1)C(=O)c1ccc2cc3CCCCc3nc2c1
drg_51222739	CCCOC(=O)N1CCN(CC1)C(=O)c1ccc2c(Cl)cc(nc2c1)-c1ccccc1
drg_51222832	O[C@@H]([C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(NCC=O)ncnc12)c1ccc(Cl)cc1
drg_51223366	Nc1ncc(cc1-c1cc(F)c(O)c(F)c1)-c1cc(F)c(O)c(F)c1
drg_51223399	Cc1cccc(c1)[C@@H]1CC[C@@H](CC1)N1CCN(CC1)c1cccnc1
drg_51223750	Cc1ccc2nc(CSc3nnc(NC(=O)Nc4cccc(c4)C(F)(F)F)s3)cc(=O)n2c1
drg_51224473	COc1cc(ccc1Nc1ccc2N(C)C(=O)[C@H]3CCCCN3c2n1)C(=O)NC1CCN(C)CC1
drg_51224524	COc1ccc2c(cnn2c1)C(=O)Nc1ccc(NC(=O)c2nn(C)c3ccccc23)cc1C
drg_51224620	CC(C)C(=O)CN1[C@@H](CCn2c1nc(cc2=O)N1CCOC[C@H]1C)C(F)(F)F
drg_51224627	O[C@@H](CN1[C@@H](CCn2c1nc(cc2=O)N1CCOCC1)C(F)(F)F)c1ccccc1
drg_51224628	CC(C)OCCN1[C@@H](CCn2c1nc(cc2=O)N1CCOCC1)C(F)(F)F
drg_51224631	CN1CCc2cc(Nc3ncc(C4CC4)c(NCCCNC(=O)C4CCC4)n3)ccc2C1
drg_51224651	Fc1cc(F)cc(c1)N1[C@@H](CCn2c1nc(cc2=O)N1CCOCC1)C(F)(F)F
drg_51224685	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OS(O)(=O)=O
drg_51224704	Cc1nccn1Cc1cc(cnn1)-c1ccc(F)c(c1)C(F)F
drg_51224764	CC(=O)C1=C(O)C(=O)N([C@@H]1C1CCCCC1)c1ccc(Cl)cc1F
drg_51224891	Cc1cc(NC(=O)c2ccc(Cl)cc2Cl)n(n1)-c1ccccc1
drg_51225458	Cc1nc(N)sc1-c1ccnc(Nc2cccc(c2)[N+]([O-])=O)n1
drg_51225879	C=CCCn1cc(-c2cccc(c2)C(=O)N2CCOCC2)c2cc[nH]c2c1=O
drg_51225888	Cn1cnc2c(cc(cc12)C(=O)N1CCOCC1)-c1cn(CCC=C)c(=O)c2[nH]ccc12
drg_51226596	CC(C)OCCn1c2cc[nH]c2c(=O)[nH]c1=S
drg_51228297	CC(C)[C@@H]1CC[C@H](C(O)=O)[C@]11CC=C(C)[C@@H](O)C1
drg_51228419	Cc1c(oc2ccc(C)cc12)-c1n(nc2c1c(N)n[nH]c2=O)-c1ccc(CNC(=O)C=C)cc1
drg_51228422	Cc1c(oc2ccc(C)cc12)-c1n(nc2c1c(N)n[nH]c2=O)-c1ccc(NC(=O)C=C)cc1
drg_51228431	Cc1c(oc2ccc(C)cc12)-c1n(nc2c1c(N)n[nH]c2=O)-c1ccccc1
drg_51228538	CN(C)S(=O)(=O)c1cc(NC(=O)CN2C(=O)NC3(CCCc4ccccc34)C2=O)ccc1Cl
drg_51228565	CC1CCCN(C1)S(=O)(=O)c1cc(NC(=O)CN2C(=O)CNC2=O)ccc1Br
drg_51228618	Cc1ccc(NC(=O)CN2C(=O)NC(C)(C)C2=O)cc1S(=O)(=O)N1CCCCCC1
drg_51229404	[O-][N+](=O)\C=C\c1ccccc1
